bigram,frequency,bigrams
"('helpfil', 'professional')",1,helpfil professional
"('professional', 'everyone')",1,professional everyone
"('everyone', 'receptionists')",1,everyone receptionists
"('receptionists', 'bell')",1,receptionists bell
"('bell', 'captain')",1,bell captain
"('captain', 'waiters')",1,captain waiters
"('waiters', 'chamber')",1,waiters chamber
"('mates', 'great')",1,mates great
"('opted', 'suite')",1,opted suite
"('great', 'second')",1,great second
"('second', 'stay')",1,second stay
"('hotel', 'hearth')",1,hotel hearth
"('hearth', 'naples')",1,hearth naples
"('naples', 'port')",1,naples port
"('port', 'time')",1,port time
"('time', 'opted')",1,time opted
"('service', 'recieved')",1,service recieved
"('recieved', 'especially')",1,recieved especially
"('especially', 'nicola')",1,especially nicola
"('unbelievable', 'course')",1,unbelievable course
"('grandson', 'enjoyed')",1,grandson enjoyed
"('enjoyed', 'breakfast')",1,enjoyed breakfast
"('breakfast', 'attention')",1,breakfast attention
"('attention', 'received')",1,attention received
"('received', 'restaurant')",1,received restaurant
"('floor', 'exceptional')",1,floor exceptional
"('food', 'unbelievable')",1,food unbelievable
"('course', 'brought')",1,course brought
"('month', 'old')",1,month old
"('brought', 'something')",1,brought something
"('something', 'different')",1,something different
"('different', 'truly')",1,different truly
"('outstanding', 'wait')",1,outstanding wait
"('amazing', 'introduced')",1,amazing introduced
"('introduced', 'course')",1,introduced course
"('course', 'succinctly')",1,course succinctly
"('old', 'grandson')",1,old grandson
"('fantastic', 'month')",1,fantastic month
"('nicola', 'also')",1,nicola also
"('vediamo', 'prossima')",1,vediamo prossima
"('also', 'recommend')",1,also recommend
"('recommend', 'visit')",1,recommend visit
"('visit', 'comandante')",1,visit comandante
"('great', 'manager')",1,great manager
"('manager', 'grazie')",1,manager grazie
"('grazie', 'tutti')",1,grazie tutti
"('tutti', 'vediamo')",1,tutti vediamo
"('prossima', 'volta')",1,prossima volta
"('italian', 'fantastic')",1,italian fantastic
"('volta', 'superb')",1,volta superb
"('superb', 'hotel')",1,superb hotel
"('hotel', 'nothing')",1,hotel nothing
"('staff', 'spoke')",1,staff spoke
"('spoke', 'english')",1,spoke english
"('english', 'better')",1,english better
"('better', 'italian')",1,better italian
"('friendly', 'helpfil')",1,friendly helpfil
"('vesuvio', 'staff')",1,vesuvio staff
"('harbour', 'vesuvio')",1,harbour vesuvio
"('also', 'helped')",1,also helped
"('flawless', 'staff')",1,flawless staff
"('staff', 'created')",1,staff created
"('created', 'something')",1,created something
"('something', 'vegetarian')",1,something vegetarian
"('vegetarian', 'diet')",1,vegetarian diet
"('diet', 'delicious')",1,diet delicious
"('delicious', 'also')",1,delicious also
"('helped', 'print')",1,helped print
"('view', 'stunning')",1,view stunning
"('print', 'ferry')",1,print ferry
"('ferry', 'tickets')",1,ferry tickets
"('tickets', 'massage')",1,tickets massage
"('massage', 'used')",1,massage used
"('used', 'spa')",1,used spa
"('spa', 'spa')",1,spa spa
"('spa', 'immaculate')",1,spa immaculate
"('service', 'flawless')",1,service flawless
"('ferry', 'view')",1,ferry view
"('lots', 'different')",1,lots different
"('service', 'superb')",1,service superb
"('every', 'detail')",1,every detail
"('detail', 'thought')",1,detail thought
"('thought', 'art')",1,thought art
"('pieces', 'rooms')",1,pieces rooms
"('rooms', 'comfort')",1,rooms comfort
"('comfort', 'levels')",1,comfort levels
"('levels', 'service')",1,levels service
"('superb', 'breakfast')",1,superb breakfast
"('waiting', 'ferry')",1,waiting ferry
"('spa', 'staff')",1,spa staff
"('location', 'departing')",1,location departing
"('departing', 'ferry')",1,departing ferry
"('ferry', 'islands')",1,ferry islands
"('islands', 'popped')",1,islands popped
"('popped', 'lunch')",1,popped lunch
"('lunch', 'waiting')",1,lunch waiting
"('immaculate', 'lots')",1,immaculate lots
"('different', 'water')",1,different water
"('spectacular', 'view')",1,spectacular view
"('however', 'especially')",1,however especially
"('coast', 'also')",1,coast also
"('city', 'find')",1,city find
"('find', 'best')",1,find best
"('best', 'pizza')",1,best pizza
"('pizza', 'places')",1,pizza places
"('places', 'great')",1,places great
"('restaurants', 'however')",1,restaurants however
"('especially', 'travellers')",1,especially travellers
"('capri', 'procida')",1,capri procida
"('travellers', 'must')",1,travellers must
"('used', 'fact')",1,used fact
"('rooms', 'rather')",1,rooms rather
"('rather', 'small')",1,rather small
"('small', 'roof')",1,small roof
"('terrace', 'offers')",1,terrace offers
"('offers', 'spectacular')",1,offers spectacular
"('procida', 'amalfi')",1,procida amalfi
"('bringing', 'capri')",1,bringing capri
"('water', 'heat')",1,water heat
"('hotel', 'situated')",1,hotel situated
"('heat', 'experiences')",1,heat experiences
"('experiences', 'animated')",1,experiences animated
"('animated', 'screens')",1,animated screens
"('screens', 'showing')",1,screens showing
"('showing', 'relaxing')",1,showing relaxing
"('relaxing', 'views')",1,relaxing views
"('facilities', 'romeo')",1,facilities romeo
"('situated', 'close')",1,situated close
"('boat', 'bringing')",1,boat bringing
"('city', 'ferry')",1,city ferry
"('ferry', 'harbour')",1,ferry harbour
"('naples', 'perfect')",1,naples perfect
"('location', 'staying')",1,location staying
"('naples', 'minute')",1,naples minute
"('ferry', 'terminals')",1,ferry terminals
"('terminals', 'get')",1,terminals get
"('close', 'ferries')",1,close ferries
"('gem', 'enjoyable')",1,gem enjoyable
"('pool', 'location')",1,pool location
"('500', 'euro')",1,500 euro
"('quiet', 'rather')",1,quiet rather
"('rather', 'business')",1,rather business
"('business', 'hotel')",1,business hotel
"('hotel', 'boutique')",1,hotel boutique
"('hotel', 'extended')",1,hotel extended
"('extended', 'stay')",1,extended stay
"('stay', 'perfectly')",1,stay perfectly
"('perfectly', 'located')",1,perfectly located
"('located', 'stopover')",1,located stopover
"('stopover', 'taking')",1,stopover taking
"('taking', 'ferries')",1,taking ferries
"('ferries', 'islands')",1,ferries islands
"('islands', 'like')",1,islands like
"('like', 'capri')",1,like capri
"('capri', 'minutes')",1,capri minutes
"('walk', 'looking')",1,walk looking
"('looking', 'naples')",1,looking naples
"('hotel', 'quiet')",1,hotel quiet
"('front', 'hotel')",1,front hotel
"('traffic', 'front')",1,traffic front
"('restaurants', 'stayed')",1,restaurants stayed
"('missed', 'naples')",1,missed naples
"('naples', 'also')",1,naples also
"('also', 'enjoyable')",1,also enjoyable
"('enjoyable', 'dinner')",1,enjoyable dinner
"('also', 'serve')",1,also serve
"('serve', 'breakfast')",1,serve breakfast
"('breakfast', 'restaurants')",1,breakfast restaurants
"('beginning', 'trip')",1,beginning trip
"('despite', 'traffic')",1,despite traffic
"('capri', 'modern')",1,capri modern
"('modern', 'upscale')",1,modern upscale
"('upscale', 'design')",1,upscale design
"('lot', 'japanese')",1,lot japanese
"('japanese', 'touches')",1,japanese touches
"('touches', 'friendly')",1,touches friendly
"('staff', 'despite')",1,staff despite
"('naples', 'industrious')",1,naples industrious
"('industrious', 'port')",1,industrious port
"('ships', 'minutes')",1,ships minutes
"('mattress', 'comfortable')",1,mattress comfortable
"('trucks', 'port')",1,trucks port
"('port', 'stuff')",1,port stuff
"('stuff', 'never')",1,stuff never
"('never', 'fooled')",1,never fooled
"('fooled', 'website')",1,fooled website
"('website', 'pictures')",1,website pictures
"('pictures', 'mattress')",1,pictures mattress
"('comfortable', 'way')",1,comfortable way
"('suit', 'obstructed')",1,suit obstructed
"('way', 'average')",1,way average
"('average', 'breakfast')",1,average breakfast
"('breakfast', 'although')",1,breakfast although
"('although', 'view')",1,although view
"('view', 'nice')",1,view nice
"('nice', 'definitely')",1,nice definitely
"('definitely', 'worth')",1,definitely worth
"('obstructed', 'trucks')",1,obstructed trucks
"('junior', 'suit')",1,junior suit
"('walk', 'away')",1,walk away
"('outskirts', 'spanish')",1,outskirts spanish
"('away', 'waterfront')",1,away waterfront
"('waterfront', 'palazzo')",1,waterfront palazzo
"('palazzo', 'reale')",1,palazzo reale
"('reale', 'piazza')",1,reale piazza
"('piazza', 'del')",1,piazza del
"('del', 'plebiscito')",1,del plebiscito
"('plebiscito', 'outskirts')",1,plebiscito outskirts
"('quarter', 'metro')",1,quarter metro
"('view', 'junior')",1,view junior
"('metro', 'closely')",1,metro closely
"('closely', 'explore')",1,closely explore
"('explore', 'parts')",1,explore parts
"('parts', 'city')",1,parts city
"('city', 'start')",1,city start
"('hotel', 'sure')",1,hotel sure
"('sure', 'view')",1,sure view
"('services', 'missed')",1,services missed
"('food', 'services')",1,food services
"('pleased', 'food')",1,pleased food
"('however', 'spoke')",1,however spoke
"('servicing', 'seemed')",1,servicing seemed
"('like', 'checking')",1,like checking
"('checking', 'next')",1,checking next
"('day', 'done')",1,day done
"('done', 'half')",1,done half
"('half', 'heartedly')",1,half heartedly
"('heartedly', 'however')",1,heartedly however
"('spoke', 'concierge')",1,spoke concierge
"('disappointed', 'room')",1,disappointed room
"('concierge', 'helpful')",1,concierge helpful
"('helpful', 'addressing')",1,helpful addressing
"('addressing', 'certainly')",1,addressing certainly
"('certainly', 'spoil')",1,certainly spoil
"('spoil', 'stay')",1,spoil stay
"('definitely', 'book')",1,definitely book
"('book', 'stayed')",1,book stayed
"('room', 'servicing')",1,room servicing
"('bit', 'disappointed')",1,bit disappointed
"('days', 'headed')",1,days headed
"('room', 'quiet')",1,room quiet
"('great', 'room')",1,great room
"('room', 'overlooking')",1,room overlooking
"('overlooking', 'working')",1,overlooking working
"('working', 'port')",1,working port
"('ship', 'end')",1,ship end
"('end', 'vesuvius')",1,end vesuvius
"('capri', 'room')",1,capri room
"('quiet', 'comfortable')",1,quiet comfortable
"('day', 'bit')",1,day bit
"('comfortable', 'great')",1,comfortable great
"('great', 'shower')",1,great shower
"('shower', 'staff')",1,shower staff
"('staff', 'mostly')",1,staff mostly
"('mostly', 'amazing')",1,mostly amazing
"('amazing', 'breakfast')",1,amazing breakfast
"('excellent', 'last')",1,excellent last
"('romeo', 'days')",1,romeo days
"('headed', 'positano')",1,headed positano
"('could', 'pleased')",1,could pleased
"('safer', 'easier')",1,safer easier
"('close', 'cruise')",1,close cruise
"('cruise', 'pier')",1,cruise pier
"('pier', 'short')",1,pier short
"('walk', 'landmarks')",1,walk landmarks
"('landmarks', 'naples')",1,landmarks naples
"('naples', 'made')",1,naples made
"('feel', 'safer')",1,feel safer
"('easier', 'find')",1,easier find
"('located', 'main')",1,located main
"('find', 'way')",1,find way
"('back', 'even')",1,back even
"('even', 'sunset')",1,even sunset
"('sunset', 'dinner')",1,sunset dinner
"('star', 'awarded')",1,star awarded
"('awarded', 'restaurant')",1,awarded restaurant
"('restaurant', 'could')",1,restaurant could
"('road', 'close')",1,road close
"('hotel', 'located')",1,hotel located
"('positano', 'family')",1,positano family
"('stayed', 'suite')",1,stayed suite
"('family', 'four')",1,family four
"('four', 'hotel')",1,four hotel
"('hotel', 'types')",1,hotel types
"('types', 'room')",1,types room
"('room', 'cater')",1,room cater
"('cater', 'needs')",1,cater needs
"('needs', 'stayed')",1,needs stayed
"('suite', 'castle')",1,suite castle
"('amenities', 'hotel')",1,amenities hotel
"('castle', 'view')",1,castle view
"('view', 'spacious')",1,view spacious
"('spacious', 'tastefully')",1,spacious tastefully
"('tastefully', 'decorated')",1,tastefully decorated
"('decorated', 'beds')",1,decorated beds
"('comfortable', 'like')",1,comfortable like
"('like', 'amenities')",1,like amenities
"('worth', '500')",1,worth 500
"('euro', 'payed')",1,euro payed
"('tiny', 'gem')",1,tiny gem
"('payed', 'suggest')",1,payed suggest
"('would', 'def')",1,would def
"('def', 'stay')",1,def stay
"('stay', 'last')",1,stay last
"('night', 'campania')",1,night campania
"('campania', 'area')",1,campania area
"('area', 'vacation')",1,area vacation
"('vacation', 'picked')",1,vacation picked
"('picked', 'romeo')",1,picked romeo
"('tech', 'hotel')",1,tech hotel
"('big', 'modern')",1,big modern
"('design', 'well')",1,design well
"('breakfast', 'small')",1,breakfast small
"('roof', 'good')",1,roof good
"('good', 'pleasant')",1,good pleasant
"('pleasant', 'hotel')",1,pleasant hotel
"('hotel', 'warmly')",1,hotel warmly
"('warmly', 'recommended')",1,warmly recommended
"('district', 'would')",1,district would
"('shopping', 'district')",1,shopping district
"('city', 'shopping')",1,city shopping
"('travel', 'cities')",1,travel cities
"('extremely', 'clean')",1,extremely clean
"('nice', 'best')",1,nice best
"('far', 'europe')",1,far europe
"('europe', 'stayed')",1,europe stayed
"('hotel', 'right')",1,hotel right
"('port', 'easy')",1,port easy
"('access', 'travel')",1,access travel
"('cities', 'right')",1,cities right
"('actually', 'city')",1,actually city
"('right', 'coffee')",1,right coffee
"('coffee', 'shops')",1,coffee shops
"('shops', 'many')",1,shops many
"('many', 'restaurants')",1,many restaurants
"('restaurants', 'takes')",1,restaurants takes
"('takes', 'minutes')",1,takes minutes
"('walk', 'actually')",1,walk actually
"('recommended', 'beautiful')",1,recommended beautiful
"('hotel', 'extremely')",1,hotel extremely
"('extremely', 'comfortable')",1,extremely comfortable
"('best', 'find')",1,best find
"('perfect', 'stayed')",1,perfect stayed
"('stayed', 'different')",1,stayed different
"('different', 'locations')",1,different locations
"('locations', 'rome')",1,locations rome
"('rome', 'amazing')",1,rome amazing
"('amazing', 'gem')",1,amazing gem
"('gem', 'far')",1,gem far
"('find', 'bed')",1,find bed
"('shopping', 'sightseeing')",1,shopping sightseeing
"('comfortable', 'wifi')",1,comfortable wifi
"('wifi', 'works')",1,wifi works
"('works', 'great')",1,works great
"('helpful', 'say')",1,helpful say
"('enough', 'good')",1,enough good
"('good', 'things')",1,good things
"('things', 'tiny')",1,things tiny
"('sightseeing', 'perfect')",1,sightseeing perfect
"('street', 'hotel')",1,street hotel
"('beds', 'modern')",1,beds modern
"('rooms', 'looked')",1,rooms looked
"('modern', 'technology')",1,modern technology
"('technology', 'delicious')",1,technology delicious
"('food', 'important')",1,food important
"('important', 'excellent')",1,important excellent
"('excellent', 'customer')",1,excellent customer
"('service', 'wait')",1,service wait
"('staff', 'restaurant')",1,staff restaurant
"('looked', 'docks')",1,looked docks
"('hydrofoils', 'across')",1,hydrofoils across
"('docks', 'busy')",1,docks busy
"('street', 'hear')",1,street hear
"('hear', 'noise')",1,hear noise
"('noise', 'location')",1,noise location
"('perfect', 'day')",1,perfect day
"('capri', 'marina')",1,capri marina
"('marina', 'hydrofoils')",1,marina hydrofoils
"('vacation', 'hotel')",1,vacation hotel
"('stay', 'vacation')",1,stay vacation
"('view', 'place')",1,view place
"('chain', 'believe')",1,chain believe
"('bufala', 'mozarella')",1,bufala mozarella
"('mozarella', 'like')",1,mozarella like
"('like', 'rubber')",1,like rubber
"('rubber', 'maybe')",1,rubber maybe
"('maybe', 'check')",1,maybe check
"('check', 'suppliers')",1,check suppliers
"('suppliers', 'chain')",1,suppliers chain
"('believe', 'hotel')",1,believe hotel
"('tomatoes', 'tasteless')",1,tomatoes tasteless
"('hotel', 'simple')",1,hotel simple
"('simple', 'salad')",1,simple salad
"('salad', 'excellent')",1,salad excellent
"('excellent', 'overall')",1,excellent overall
"('overall', 'stayed')",1,overall stayed
"('night', 'used')",1,night used
"('used', 'connection')",1,used connection
"('tasteless', 'bufala')",1,tasteless bufala
"('well', 'tomatoes')",1,well tomatoes
"('stay', 'capri')",1,stay capri
"('get', 'surprised')",1,get surprised
"('suggest', 'ask')",1,suggest ask
"('ask', 'picture')",1,ask picture
"('picture', 'room')",1,picture room
"('room', 'looking')",1,room looking
"('looking', 'sent')",1,looking sent
"('sent', 'hotel')",1,sent hotel
"('hotel', 'get')",1,hotel get
"('surprised', 'view')",1,surprised view
"('would', 'excellent')",1,would excellent
"('nice', 'snack')",1,nice snack
"('snack', 'food')",1,snack food
"('food', 'one')",1,food one
"('would', 'think')",1,would think
"('think', 'tomato')",1,think tomato
"('tomato', 'buffala')",1,tomato buffala
"('buffala', 'would')",1,buffala would
"('connection', 'stay')",1,connection stay
"('capri', 'flight')",1,capri flight
"('upscale', 'hotel')",1,upscale hotel
"('uber', 'modern')",1,uber modern
"('primarily', 'naples')",1,primarily naples
"('naples', 'sub')",1,naples sub
"('sub', 'par')",1,sub par
"('par', 'city')",1,par city
"('also', 'design')",1,also design
"('design', 'feel')",1,design feel
"('feel', 'uber')",1,feel uber
"('modern', 'taste')",1,modern taste
"('stay', 'long')",1,stay long
"('taste', 'take')",1,taste take
"('take', 'tastes')",1,take tastes
"('tastes', 'assume')",1,tastes assume
"('assume', 'bad')",1,assume bad
"('bad', 'hotel')",1,bad hotel
"('clean', 'nice')",1,clean nice
"('staff', 'upscale')",1,staff upscale
"('long', 'primarily')",1,long primarily
"('business', 'style')",1,business style
"('flight', 'rome')",1,flight rome
"('perfect', 'getting')",1,perfect getting
"('rome', 'next')",1,rome next
"('day', 'super')",1,day super
"('modern', 'lots')",1,modern lots
"('lots', 'dark')",1,lots dark
"('dark', 'colors')",1,dark colors
"('colors', 'takeaways')",1,colors takeaways
"('takeaways', 'location')",1,takeaways location
"('getting', 'ferry')",1,getting ferry
"('put', 'business')",1,put business
"('ferry', 'boats')",1,ferry boats
"('boats', 'min')",1,boats min
"('walk', 'min')",1,walk min
"('min', 'taxi')",1,min taxi
"('taxi', 'train')",1,taxi train
"('station', 'would')",1,station would
"('would', 'put')",1,would put
"('succinctly', 'friendly')",1,succinctly friendly
"('attentive', 'needs')",1,attentive needs
"('needs', 'rooms')",1,needs rooms
"('fanciest', 'hotel')",1,fanciest hotel
"('website', 'lack')",1,website lack
"('lack', 'attention')",1,lack attention
"('attention', 'generosity')",1,attention generosity
"('generosity', 'stay')",1,generosity stay
"('stay', 'availability')",1,stay availability
"('availability', 'spa')",1,availability spa
"('spa', 'upon')",1,spa upon
"('arrival', 'treatment')",1,arrival treatment
"('treatment', 'actually')",1,treatment actually
"('actually', 'alternative')",1,actually alternative
"('alternative', 'options')",1,alternative options
"('options', 'given')",1,options given
"('given', 'next')",1,given next
"('day', 'star')",1,day star
"('experience', 'small')",1,experience small
"('small', 'details')",1,small details
"('details', 'created')",1,details created
"('reserved', 'deluxe')",1,reserved deluxe
"('coast', 'reserved')",1,coast reserved
"('spent', 'amalfi')",1,spent amalfi
"('brough', 'table')",1,brough table
"('incredible', 'panoramic')",1,incredible panoramic
"('panoramic', 'pool')",1,panoramic pool
"('pool', 'still')",1,pool still
"('still', 'dreaming')",1,still dreaming
"('dreaming', 'warm')",1,dreaming warm
"('warm', 'sfogliatella')",1,warm sfogliatella
"('sfogliatella', 'brough')",1,sfogliatella brough
"('table', 'loved')",1,table loved
"('days', 'spent')",1,days spent
"('loved', 'naples')",1,loved naples
"('naples', 'wait')",1,naples wait
"('back', 'booked')",1,back booked
"('booked', 'one')",1,booked one
"('night', 'heading')",1,night heading
"('home', 'wonderful')",1,home wonderful
"('wonderful', 'days')",1,wonderful days
"('created', 'frustration')",1,created frustration
"('frustration', 'made')",1,frustration made
"('feel', 'uncared')",1,feel uncared
"('price', 'charged')",1,price charged
"('mattress', 'poor')",1,mattress poor
"('poor', 'could')",1,poor could
"('could', 'feel')",1,could feel
"('feel', 'springs')",1,feel springs
"('springs', 'boxspring')",1,springs boxspring
"('boxspring', 'mattress')",1,boxspring mattress
"('mattress', 'price')",1,mattress price
"('charged', 'star')",1,charged star
"('however', 'bed')",1,however bed
"('rating', 'would')",1,rating would
"('would', 'expected')",1,would expected
"('better', 'hallways')",1,better hallways
"('hallways', 'also')",1,hallways also
"('also', 'noisy')",1,also noisy
"('noisy', 'newest')",1,noisy newest
"('newest', 'probably')",1,newest probably
"('bed', 'mattress')",1,bed mattress
"('hotel', 'however')",1,hotel however
"('uncared', 'neglected')",1,uncared neglected
"('romeo', 'lovely')",1,romeo lovely
"('neglected', 'great')",1,neglected great
"('dinner', 'bistrot')",1,dinner bistrot
"('bistrot', 'thank')",1,bistrot thank
"('thank', 'team')",1,thank team
"('team', '9th')",1,team 9th
"('floor', 'come')",1,floor come
"('back', 'recommend')",1,back recommend
"('people', 'valet')",1,people valet
"('stay', 'decent')",1,stay decent
"('parking', 'perfect')",1,parking perfect
"('perfect', 'gastronomic')",1,perfect gastronomic
"('gastronomic', 'dinner')",1,gastronomic dinner
"('comandante', 'back')",1,comandante back
"('soon', 'enjoy')",1,soon enjoy
"('enjoy', 'experiences')",1,enjoy experiences
"('experiences', 'short')",1,experiences short
"('views', 'incredible')",1,views incredible
"('suite', 'ever')",1,suite ever
"('penthouse', 'suite')",1,penthouse suite
"('professional', 'giovanni')",1,professional giovanni
"('opportunity', 'thank')",1,opportunity thank
"('thank', 'special')",1,thank special
"('special', 'staff')",1,special staff
"('staff', 'beluga')",1,staff beluga
"('restaurant', 'took')",1,restaurant took
"('took', 'really')",1,took really
"('care', 'professional')",1,care professional
"('giovanni', 'great')",1,giovanni great
"('like', 'take')",1,like take
"('job', 'giovanni')",1,job giovanni
"('giovanni', 'please')",1,giovanni please
"('please', 'keep')",1,please keep
"('keep', 'wish')",1,keep wish
"('wish', 'best')",1,wish best
"('best', 'regards')",1,best regards
"('regards', 'nice')",1,regards nice
"('take', 'opportunity')",1,take opportunity
"('wife', 'would')",1,wife would
"('greeting', 'arrival')",1,greeting arrival
"('rated', 'restaurant')",1,rated restaurant
"('location', 'stone')",1,location stone
"('stone', 'throw')",1,stone throw
"('throw', 'ferry')",1,throw ferry
"('terminal', 'ask')",1,terminal ask
"('ask', 'however')",1,ask however
"('however', 'michelin')",1,however michelin
"('michelin', 'rated')",1,michelin rated
"('restaurant', 'disappointment')",1,restaurant disappointment
"('pleasant', 'wife')",1,pleasant wife
"('disappointment', 'think')",1,disappointment think
"('think', 'food')",1,think food
"('food', 'coffee')",1,food coffee
"('house', 'much')",1,house much
"('better', 'stay')",1,better stay
"('really', 'special')",1,really special
"('special', 'pleasant')",1,special pleasant
"('nice', 'greeting')",1,nice greeting
"('arrival', 'room')",1,arrival room
"('top', 'penthouse')",1,top penthouse
"('sandwich', 'also')",1,sandwich also
"('wife', 'salad')",1,wife salad
"('salad', 'felt')",1,salad felt
"('felt', 'ill')",1,felt ill
"('ill', 'day')",1,ill day
"('day', 'afterwards')",1,day afterwards
"('afterwards', 'club')",1,afterwards club
"('club', 'sandwich')",1,club sandwich
"('also', 'poor')",1,also poor
"('earlier', 'today')",1,earlier today
"('poor', 'recommend')",1,poor recommend
"('recommend', 'highly')",1,recommend highly
"('highly', 'sadly')",1,highly sadly
"('sadly', 'top')",1,sadly top
"('top', 'best')",1,top best
"('best', 'welcome')",1,best welcome
"('welcome', 'ever')",1,welcome ever
"('today', 'wife')",1,today wife
"('station', 'earlier')",1,station earlier
"('comfortable', 'quite')",1,comfortable quite
"('attached', 'bite')",1,attached bite
"('quite', 'shocked')",1,quite shocked
"('shocked', 'order')",1,shocked order
"('order', 'ham')",1,order ham
"('ham', 'cheese')",1,ham cheese
"('cheese', 'sandwich')",1,cheese sandwich
"('sandwich', 'star')",1,sandwich star
"('hotel', 'attached')",1,hotel attached
"('bite', 'mine')",1,bite mine
"('service', 'station')",1,service station
"('mine', 'one')",1,mine one
"('one', 'bland')",1,one bland
"('bland', 'sandwiches')",1,bland sandwiches
"('sandwiches', 'ever')",1,sandwiches ever
"('ever', 'different')",1,ever different
"('different', 'sandwich')",1,different sandwich
"('sandwich', 'service')",1,sandwich service
"('probably', 'fanciest')",1,probably fanciest
"('naples', 'upscale')",1,naples upscale
"('rooms', 'cleaned')",1,rooms cleaned
"('upscale', 'modern')",1,upscale modern
"('scanning', 'across')",1,scanning across
"('across', 'bay')",1,across bay
"('naples', 'capri')",1,naples capri
"('capri', 'right')",1,capri right
"('right', 'spectacular')",1,right spectacular
"('spectacular', 'photo')",1,spectacular photo
"('photo', 'stayed')",1,photo stayed
"('enjoyed', 'stay')",1,enjoyed stay
"('welcoming', 'happy')",1,welcoming happy
"('happy', 'make')",1,happy make
"('make', 'suggestions')",1,make suggestions
"('suggestions', 'visit')",1,suggestions visit
"('visit', 'short')",1,visit short
"('short', 'time')",1,short time
"('naples', 'rooms')",1,naples rooms
"('beautiful', 'clean')",1,beautiful clean
"('clean', 'evening')",1,clean evening
"('left', 'scanning')",1,left scanning
"('distance', 'left')",1,distance left
"('vesuvius', 'distance')",1,vesuvius distance
"('hence', 'served')",1,hence served
"('area', 'roof')",1,area roof
"('roof', 'bit')",1,roof bit
"('bit', 'space')",1,bit space
"('space', 'limited')",1,space limited
"('limited', 'especially')",1,limited especially
"('especially', 'busy')",1,especially busy
"('busy', 'hence')",1,busy hence
"('served', 'purpose')",1,served purpose
"('outskirts', 'vesuvius')",1,outskirts vesuvius
"('purpose', 'main')",1,purpose main
"('main', 'thing')",1,main thing
"('thing', 'view')",1,thing view
"('restaurant', 'roof')",1,restaurant roof
"('area', 'port')",1,area port
"('area', 'city')",1,area city
"('city', 'outskirts')",1,city outskirts
"('evening', 'turn')",1,evening turn
"('service', 'sadly')",1,service sadly
"('sadly', 'time')",1,sadly time
"('clear', 'view')",1,clear view
"('evening', 'pleasant')",1,evening pleasant
"('pleasant', 'meal')",1,pleasant meal
"('meal', 'sadly')",1,meal sadly
"('sadly', 'michelin')",1,sadly michelin
"('open', 'evening')",1,open evening
"('evening', 'breakfast')",1,evening breakfast
"('area', 'clear')",1,area clear
"('vesuvius', 'seen')",1,vesuvius seen
"('restaurant', 'first')",1,restaurant first
"('website', 'love')",1,website love
"('love', 'small')",1,love small
"('small', 'boutique')",1,small boutique
"('boutique', 'hotels')",1,boutique hotels
"('hotels', 'hot')",1,hotels hot
"('hot', 'lacks')",1,hot lacks
"('lacks', 'design')",1,lacks design
"('first', 'evening')",1,first evening
"('ate', 'hotel')",1,ate hotel
"('time', 'experience')",1,time experience
"('see', 'around')",1,see around
"('experience', 'wellness')",1,experience wellness
"('wellness', 'centre')",1,wellness centre
"('centre', 'pool')",1,centre pool
"('area', 'quite')",1,area quite
"('small', 'sun')",1,small sun
"('loungers', 'available')",1,loungers available
"('available', 'could')",1,available could
"('around', 'pool')",1,around pool
"('relaxed', 'ate')",1,relaxed ate
"('pool', 'shade')",1,pool shade
"('shade', 'afternoon')",1,shade afternoon
"('afternoon', 'buffet')",1,afternoon buffet
"('breakfast', 'wide')",1,breakfast wide
"('range', 'foods')",1,range foods
"('foods', 'available')",1,foods available
"('available', 'relaxed')",1,available relaxed
"('speciality', 'good')",1,speciality good
"('local', 'speciality')",1,local speciality
"('pastries', 'local')",1,pastries local
"('carlo', 'castle')",1,carlo castle
"('english', 'channels')",1,english channels
"('channels', 'minute')",1,channels minute
"('piazza', 'plebicito')",1,piazza plebicito
"('plebicito', 'royal')",1,plebicito royal
"('palace', 'teatro')",1,palace teatro
"('teatro', 'san')",1,teatro san
"('san', 'carlo')",1,san carlo
"('castle', 'nuevo')",1,castle nuevo
"('area', 'several')",1,area several
"('nuevo', 'fact')",1,nuevo fact
"('fact', 'everything')",1,fact everything
"('everything', 'else')",1,everything else
"('else', 'naples')",1,else naples
"('naples', 'walking')",1,naples walking
"('distance', 'well')",1,distance well
"('buffet', 'included')",1,buffet included
"('several', 'english')",1,several english
"('separate', 'area')",1,separate area
"('food', 'plentiful')",1,food plentiful
"('bay', 'cruise')",1,bay cruise
"('main', 'street')",1,main street
"('street', 'beautify')",1,street beautify
"('beautify', 'views')",1,beautify views
"('views', 'harbor')",1,views harbor
"('harbor', 'bay')",1,harbor bay
"('vesuvius', 'room')",1,vesuvius room
"('large', 'view')",1,large view
"('going', 'bathroom')",1,going bathroom
"('vanity', 'separate')",1,vanity separate
"('bathroom', 'especially')",1,bathroom especially
"('especially', 'fancy')",1,especially fancy
"('fancy', 'glass')",1,fancy glass
"('glass', 'shower')",1,glass shower
"('shower', 'rain')",1,shower rain
"('rain', 'showerhead')",1,rain showerhead
"('showerhead', 'vanity')",1,showerhead vanity
"('stay', 'food')",1,stay food
"('plentiful', 'tasty')",1,plentiful tasty
"('liked', 'pastries')",1,liked pastries
"('overlooked', 'breakfast')",1,overlooked breakfast
